,매장명,주소,위도,경도
509,천호역  ,"서울특별시 강동구 천호대로 1012, 태승빌딩 (성내동)1522-3232",37.5378216,127.1242994
510,명일이마트  ,서울특별시 강동구 동남로75길 5 (명일동) 명일이마트별관주차장1522-3232,37.5539562,127.1559803
511,상일동역  ,"서울특별시 강동구 고덕로 399 (고덕동, 고덕센트럴푸르지오)1522-3232",37.5576095,127.1699516
512,천호사거리  ,서울특별시 강동구 올림픽로 651 (천호동)1522-3232,37.5397441,127.1232777
513,올림픽공원북2문  ,서울특별시 강동구 강동대로 199 (성내동)1522-3232,37.5241832,127.1286775
514,천호대로길동  ,서울특별시 강동구 천호대로 1131 거산 유팰리스1522-3232,37.5346947,127.1372348
515,신도림  ,서울특별시 구로구 경인로 610 (신도림동)1522-3232,37.50500299999999,126.883794
516,구로디지털타워  ,서울특별시 구로구 디지털로32길 30 (구로동)1522-3232,37.4833471,126.8965154
517,오류동역  ,서울특별시 구로구 경인로 216 (오류동)1522-3232,37.4867354,126.8352645
518,구로디지털로  ,"서울특별시 구로구 디지털로33길 11, 에이스테크노8차 1층 (구로동)1522-3232",37.4856641,126.8955021
519,드림마크원  ,"서울특별시 구로구 디지털로31길 61, 드림마크원데이터센타 1층 (구로동)1522-3232",37.4857331,126.8917419
520,구로에이스  ,"서울특별시 구로구 디지털로 285, 에이스트윈타워1차 103호 (구로동)1522-3232",37.4844473,126.8944933
521,구로하이엔드  ,"서울특별시 구로구 디지털로26길 5, 에이스하이엔드타워1차 103호 (구로동)1522-3232",37.4815733,126.8934683
522,현대디큐브2F  ,서울특별시 구로구 경인로 662 (신도림동)1522-3232,37.5084321,126.8887332
523,구로호텔  ,"서울특별시 구로구 디지털로32길 72, 구로호텔 1층 (구로동)1522-3232",37.4831293,126.8988591
524,현대디큐브B2  ,서울특별시 구로구 경인로 662 (신도림동)1522-3232,37.5084321,126.8887332
525,구로고척  ,서울특별시 구로구 경인로 387 (고척동)1522-3232,37.5011414,126.8625002
526,구로NC  ,서울특별시 구로구 구로중앙로 152 (구로동) 구로NC1522-3232,37.5031784,126.8820367
527,답십리역  ,서울특별시 동대문구 천호대로 263 (답십리동)1522-3232,37.5693752,127.0568962
528,경희대삼거리  ,서울특별시 동대문구 회기로 141 (회기동)1522-3232,37.59153140000001,127.0520171
529,외대정문  ,서울특별시 동대문구 이문로 93 (이문동)1522-3232,37.5953303,127.0592389
530,신설동역  ,서울특별시 동대문구 왕산로 19 (신설동)1522-3232,37.5766701,127.0255138
531,회기역사거리  ,서울특별시 동대문구 이문로 37 (회기동)1522-3232,37.5907694,127.0561043
532,외대  ,서울특별시 동대문구 휘경로 12-1 (이문동)1522-3232,37.595688,127.0613927
533,장한평역  ,서울특별시 동대문구 장한로 10 (장안동)1522-3232,37.5622228,127.0655129
534,경희대  ,서울특별시 동대문구 경희대로 16-1 (회기동)1522-3232,37.5928812,127.0528085
535,청량리역사  ,서울특별시 동대문구 왕산로 214 (전농동)1522-3232,37.5792928,127.0479007
536,서울숲역  ,서울특별시 성동구 왕십리로 50 (성수동1가) 1층1522-3232,37.5529824,127.0463364
537,금호역  ,서울특별시 성동구 동호로 99 (금호동4가)1522-3232,37.5479939,127.0153343
538,뚝섬역  ,서울특별시 성동구 아차산로 42 (성수동1가)1522-3232,37.546432,127.0490419
539,황학사거리  ,"서울특별시 성동구 왕십리로 410 (하왕십리동, 센트라스)1522-3232",37.5687796,127.0268153
540,성수역  ,서울특별시 성동구 성수이로 94 (성수동2가)1522-3232,37.543193,127.0569432
541,상왕십리역  ,서울특별시 성동구 왕십리로 382 (하왕십리동)1522-3232,37.5695219,127.0267887
542,왕십리역  ,서울특별시 성동구 왕십리로 326 (도선동)1522-3232,37.5647948,127.0324578
543,한양대  ,"서울특별시 성동구 왕십리로 225 (행당동) 1,2층1522-3232",37.5537012,127.0363236
544,엔터식스  ,서울특별시 성동구 왕십리광장로 17 (행당동)1522-3232,37.5621482,127.0379421
545,성수이마트  ,서울특별시 성동구 뚝섬로 379 (성수동2가) 이마트 성수점1522-3232,37.5397379,127.0531007
546,성수  ,서울특별시 성동구 아차산로 104 (성수동2가)1522-3232,37.5444502,127.0553861
547,옥수  ,서울특별시 성동구 독서당로 202 (옥수동)1522-3232,37.5430298,127.0133661
548,성수낙낙  ,서울특별시 성동구 광나루로8길 31 (성수동2가) 성수낙낙 1층 101~107호1522-3232,37.5475127,127.064007
549,효창공원앞역  ,"서울특별시 용산구 백범로 313 (효창동, 용산 롯데캐슬 센터포레)1522-3232",37.5391624,126.963598
550,서울역서부  ,서울특별시 용산구 만리재로 202 (서계동)1522-3232,37.5549045,126.9684456
551,이태원역  ,서울특별시 용산구 이태원로 188 (이태원동)1522-3232,37.5342727,126.9947897
552,한강진역R  ,서울특별시 용산구 이태원로 252 (한남동)1522-3232,37.5370671,127.0010864
553,용산역써밋R  ,"서울특별시 용산구 한강대로 69 (한강로2가, 용산푸르지오써밋)1522-3232",37.5332134,126.9708761
554,이촌  ,서울특별시 용산구 이촌로 276 (이촌동)1522-3232,37.5186054,126.9772713
555,신용산역  ,"서울특별시 용산구 한강대로 95 (한강로2가, 래미안용산)1522-3232",37.5287967,126.9671806
556,용산파크타워  ,"서울특별시 용산구 서빙고로 67 (용산동5가, 파크타워)1522-3232",37.5239187,126.9718594
557,남영동  ,서울특별시 용산구 한강대로 275 (갈월동)1522-3232,37.5428313,126.9722421
558,한남동R  ,서울특별시 용산구 독서당로 94 (한남동)1522-3232,37.5347739,127.0109257
559,서울타워  ,서울특별시 용산구 남산공원길 105 (용산동2가) YTN서울타워 1층1522-3232,37.5511694,126.9882266
560,서울역동자동  ,서울특별시 용산구 한강대로 372 (동자동)1522-3232,37.5523409,126.972128
561,순천향입구  ,서울특별시 용산구 대사관로 67 (한남동)1522-3232,37.5333841,127.0056296
562,숙대  ,서울특별시 용산구 청파로47길 57 (청파동3가)1522-3232,37.5435861,126.9707652
563,동빙고  ,서울특별시 용산구 장문로 12 (동빙고동)1522-3232,37.5289471,126.9917838
564,숙대입구역  ,서울특별시 용산구 한강대로 291 (갈월동)1522-3232,37.5442008,126.9719246
565,용산아이파크몰  ,서울특별시 용산구 한강대로23길 551522-3232,37.5280137,126.9653287
566,동부이촌동  ,서울특별시 용산구 이촌로 198 (이촌동)1522-3232,37.5210945,126.9690312
567,용산해링턴스퀘어  ,서울특별시 용산구 서빙고로 17 (한강로3가)1522-3232,37.53211450000001,126.9650371
568,서울역사  ,서울특별시 용산구 한강대로 405 (동자동) 신-101호1522-3232,37.5490645,126.9704658
569,용산리첸시아  ,"서울특별시 용산구 백범로 341 (원효로1가, 리첸시아 용산)1522-3232",37.5380677,126.9676185
570,포포인츠서울역  ,서울특별시 용산구 한강대로 366 (동자동)1522-3232,37.5523409,126.972128
571,용산전자랜드  ,서울특별시 용산구 청파로 74 (한강로3가)1522-3232,37.52909229999999,126.9606764
572,상봉  ,"서울특별시 중랑구 상봉로 131 (상봉동, 상봉 듀오트리스 주상복합)1522-3232",37.5909072,127.0937704
573,중랑역  ,서울특별시 중랑구 망우로30길 3 (상봉동)1522-3232,37.5930326,127.0747358
574,중랑구청  ,서울특별시 중랑구 신내로 721522-3232,37.6083906,127.0954925
575,사가정역  ,서울특별시 중랑구 면목로 3101522-3232,37.5841989,127.0866148
576,상봉역  ,서울특별시 중랑구 망우로 307 (상봉동)1522-3232,37.5968974,127.086455
577,묵동  ,"서울특별시 중랑구 동일로 952 (묵동, 로프트원 태릉입구역) 1층1522-3232",37.6153431,127.0766463
578,중화역  ,"서울특별시 중랑구 봉화산로 35 1,2층1522-3232",37.6016921,127.0782571
